title,link,address,description,village,subdistrict,city,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,price
Rumah Townhouse di Kemang Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-townhouse-di-kemang-jakarta-selatan-172140067886/,"Kemang, Jakarta Selatan","Town house dikemang Jakarta Selatan.Lokasi dengan keamanan 24 jam, Asri, garden halaman luas, swimmingpool.Luas tanah 454mLuas bangunan 485 m5 bedrooms4 bathroomsPool, garden, good stuffBebas banjir.Harga 16 miliar",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,5,4,500,458,0,1,0,16000000000
Dijual rumah di Tanah Kusir Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-tanah-kusir-jakarta-selatan-172049430476/,"Kebayoran Lama, Jakarta Selatan","FOR SALE :Rumah Mewah 2Lantai Jl.Delman Tanah Kusir Keb.lama, Jakarta SelatanSpesifikasi : Sertifikat Hak MilikIMB, PBB lengkapBangunan 2lantai (1982)Luas tanah 310 m2(15 m x 20.7 m)Luas bangunan 250 m26+1 Kamar tidur(2 dibawah+5diatas)3+1 Kamar mandi (3 dibawah+1 di atas)1 Gudang dibawah2 Gudang diatasGarasi 1 mobilCarport 2 mobilHarga 7.8 milyar nego..",KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,6,3,250,310,0,1,0,7800000000
Rumah Siap Huni di Tebet Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-di-tebet-jakarta-selatan-172114506242/,"Tebet, Jakarta Selatan","Dijual Rumah di Tebet barat Jakarta Selatan.Bebas banjir, jalan depan 2 mobil, posisi rumah di huk.Sertifikat hak milik,IMB, harga negotiableLuas tanah 264 meter, luas bangunan 350m , kamar tidur 4+1, kamar mandi 3+1, harga 8,35 m nego.Hubungi : Jemi",TEBET BARAT,TEBET,JAKARTA SELATAN,5,4,300,264,0,1,0,8350000000
Dijual Rumah Baru di Tebet - Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-baru-di-tebet-jakarta-selatan-171341427372/,"Tebet, Jakarta Selatan","Rumah baru, semi minimalis Lokasi : Tebet , Jakarta Selatan Detail : Lebar jalan 1 mobil + carpot 2 mobil, Lt.90 m² dan Lb.115 m², Kt.3 dan Km.3, air jet pump dan listrik 2200 Watt.Keunggulan : Akses jalan tol, dekat Rumah Sakit Tebet, dekat sekolah negeri & swasta dan dekat Pusat kuliner, pom bensin serta Bank.",TEBET BARAT,TEBET,JAKARTA SELATAN,3,3,115,90,0,1,0,2600000000
Dijual Perumahan Teladan Gandaria Cilandak Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-perumahan-teladan-gandaria-cilandak-jakarta-168967537065/,"Gandaria, Jakarta Selatan","Dijual Perumahan Teladan Gandaria Cilandak Jakarta Selatan  Gated house compound with 24/7 Security Private Pool Floor: Marble  Facilities nearby:  MRT Cipete Raya (280m, 4 minutes walk)  ask for more information",KEBAYORAN LAMA UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,5,4,432,658,0,1,0,14150000000
DIJUAL RUMAH  JL.PONDOK LABU CILANDAK JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jl-pondok-labu-cilandak-jakarta-selat-170833469273/,"Cilandak, Jakarta Selatan","8-42 DIJUAL RUMAH JL.PONDOK LABU CILANDAK JAKARTA SELATAN - Serifikat SHM - Luas Tanah : 200 m² - Luas Bangunan : 215 m² - kamar Tidur : 5+1 - Kamar Mandi : 4 - Garasi : 4 mobil - Listrik : 4400 1 lantai - Menghadap Timur Utara Harga : 4,5 M (nego)",PONDOK LABU,CILANDAK,JAKARTA SELATAN,5,4,215,20,4,2,1,4500000000
Dijual Rumah Keboyoran Baru Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-keboyoran-baru-jakarta-selatan-17198072985/,"Kebayoran Baru, Jakarta Selatan",Jual Rumah Kebayoran Baru Jakarta Selatan  Lt 350m2 Lb 700m2 5 kamar tidur 5 kamar mandi 3 lantai 1 basement 1 garasi mobil 5 carport SHM Lengkap mlfl.duton  Jual 18 m nego,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,5,5,700,350,0,1,0,18000000000
Rumah hitung tanah di jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-hitung-tanah-di-jakarta-selatan-169744403756/,"Kebayoran Baru, Jakarta Selatan","Rumah hitung tanah di jakarta selatan, rumah dalam perumahan dengan keamanan 24 jam, lingkungan aman dan bersih, bebas banjir     Spesifikasi :  Lt 207, lb 185, 1 lantai, 4+1kt, 2km, air jetpump, SHM",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,4,2,185,207,2,1,0,11000000000
"(A)R2014 Rumah Di Setiabudi, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/a-r2014-rumah-di-setiabudi-jakarta-selatan-170867793342/,"SetiaBudi, Jakarta Selatan","DIJUAL R2014  Rumah Di Setiabudi, Jakarta Selatan  SPesifikasi : Luas Tanah 214m Luas Bangunan 224m KT 3 KM 1  JUAL 10.7M",PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,3,1,224,214,0,1,0,10700000000
Dijual Rumah di Pondok Indah Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-pondok-indah-jakarta-selatan-171920258233/,"Kebayoran Lama, Jakarta Selatan","Dijual Rumah di Jl. Duta Permai, Pondok Indah, Pondok Pinang, Kebayoran Lama, Jakarta Selatan
- Luas tanah 508m2
- Luas bangunan 634m2
- 4 Kamar tidur
- Swimming pool
- SHM
- One gate
- Rumah baru
- 2 Akses masuk
- Jalan lebar
- Harga 28 Milyar",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,5,634,508,0,1,0,28000000000
RUMAH MEWAH DAN MURAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-dan-murah-di-jakarta-selatan-169874036732/,"Pondok Indah, Jakarta Selatan","Booking Now Rumah Royal Nuri Residance, Townhouse baru termurah di Jakarta Selatan.  Rumah bergaya Europe Classic 3 lantai. Berada di pesanggrahan, Jakarta Selatan.  Unit ready stock Unit bisa custome ( on prograss )  Legalitas clear and clear Bisa KPR di bank mana aja Sertifikat On Hand Imb On Hand  Promo Dp Suka Suka Free BPHTB Free KPR Free Biaya Notaris dan BN  Segera buktikan dan kunjungi lokasi kami sebelum kehabisaningat ingat stock terbatas.",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,3,255,88,3,1,0,3600000000
TOWNHOUSE MURAH MEWAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/townhouse-murah-mewah-di-jakarta-selatan-169874034145/,"Gandaria, Jakarta Selatan","Rumah Royal Nuri Residence, Jakarta Selatan, Harganya yang terus meningkat, membuat investasi rumah cocok bagi Anda yang memiliki banyak dana dan ingin berinvestasi Royal Nuri Residence.  Ayo segera dapatkan rumah mewah 3 Lantai di jakarta selatan.  Lokasi sangat strategis, hanya 5 menit dari gerbang Tol. Private dan exclusive hanya 19 Unit tersedia. Aman dan bebas banjir, berada di dalam kompleks Jerman.  Sertipikat sudah pecah. - Bisa KPR semua bank - DP minimal hanya 10% - Bisa custom layout (khusus unit progress bangun). Serah terima lebih cepat",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,3,280,80,3,1,0,4150000000
"Dijual Rumah Cantik, Ampera Raya, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-cantik-ampera-raya-jakarta-selatan-170980221254/,"Ampera, Jakarta Selatan","Dijual Rumah Luas dan Cantik Jalan Ampera Raya Kelurahan Ragunan Kecamatan Pasar Minggu, Jakarta Selatan Luas tanah : 900 + kmr mandi dlm .1 Kamar tidur + kamar mandi dalam .2 kamar tamu .2 kamar mandi .2 kamar pembantu di lantai dua .Ruang tamu .Ruang keluarga .Ruang makan .Dapur kering dan dapur basah .Garasi .Kamar tidur sopir .Taman .R.Cuci dan Setrika .Kolam renang .Dua garasi utk 8 mobil Semua kamar dengan AC kecuali kamar pembantu dan kamar sopir Didalam komplek hanya 7 rumah saja Listrik 16.500 Watt Air jet pump Akses jalan hanya satu khusus hanya penghuni kavling saja Rumah menghadap Utara Dekat Pengadilan Negeri Jakarta Selatan dan Cafe Tanatap Harga 25M nego JuRp.",RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,4,2,400,900,0,1,0,25000000000
"Rumah tinggal, Pejaten barat Jakarta selatan.",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-tinggal-pejaten-barat-jakarta-selatan-17023683862/,"Pejaten, Jakarta Selatan","Rumah tinggal Pejaten barat Jakarta selatan.LT 1135 M2 sert SHM.LB 758 M2.Spool.semi furnished.konsep moderen & resort.enviroment homy, comport, coziness.hadap selatan.fengsui bagus.automated Sistem' control.AC Daikin inverter.garasi 2 mobil, carport 8 mobil.high end material.Harga jual IDR 28 milyar TERIMA TITIP JUAL BELI SEWA PROPERTY..",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,3,3,758,1135,0,1,0,28000000000
DIJUAL RUMAH SETIABUDI JAKARTA SELATAN (SHM) STRATEGIS,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-setiabudi-jakarta-selatan-shm-strateg-171210599516/,"SetiaBudi, Jakarta Selatan",DIJUAL RUMAH SETIABUDI JAKARTA SELATAN STRATEGIS Luas Tanah 508 Sertifikat Hak Milik Luas bangunan 322 m2 Kamar Tidur 6 Kamar Mandi 5,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,6,5,322,508,2,1,0,14000000000
Di jual rumah wilayah jakarta selatan pejaten,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-rumah-wilayah-jakarta-selatan-pejaten-169414059726/,"Pejaten, Jakarta Selatan","Di jual rumah sekend wilayah Pejaten jakarta selatan lokasi sangat strategis dengan speck:1.Luas tanah : 1230 M2.Luas bangunan : 650 M3.5 kamar tidur4.Study Room5.Powder Room6.Pantry kitchen7 .Kolam Renang8.Taman9.Lantai marmer10.Ac setiap ruangan11.Securty 24 jam12.Garasi 2 Mbil , Carport 3 mobil.Harga : 32.5 M.",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,5,5,650,1230,5,1,0,32500000000
Rumah Dijual Murah Di Cipete Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-murah-di-cipete-jakarta-selatan-171593424882/,"Cipete, Jakarta Selatan",Rumah Dijual Murah Di Cipete Jakarta Selatan Bangunan 2 Lantai LT : 483 LB : 358 KT : 4+2 KM : 4+1 Ruang Tamu Ruang Keluarga Ruang Makan Carport Garasi SHM Akses 2 Mobil Butuh Renovasi Open Price 8 M Dapatkan Best Deal Dan Hadiah Menarik Dengan Menghubungi : Fathia Thalib S.I.Kom PT.Arbie Propertindo Konsultan.,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,6,5,358,483,0,1,0,8000000000
dijual rumah Cipete Kebayoran Baru Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-cipete-kebayoran-baru-jakarta-selatan-171915671313/,"Cipete, Jakarta Selatan","dijual rumah 1 lantai pinggir jalan ,area Cipete Kebayoran Baru Jakarta selatan ,ramai ,cocok untk tempat tinggal atw tempat usaha ruko ,kosan ,cofe shop dkt ke Darmawangsa ,dkt pasar.",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,3,2,260,275,0,1,0,6200000000
Dijual Rumah di Pejaten Indah jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-pejaten-indah-jakarta-selatan-171542073657/,"Pejaten, Jakarta Selatan","sertifikat SHM LT 170 LB 180 KT 4 KM 3 1.5 Lantai Lokasi sangat strategis di tengah kota Dekat jalan raya mampang prapatan, warung buncit, kalibata JAKARTA SELATAN..",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,3,180,170,0,1,0,2100000000
Dijual Rumah di Permata Hijau Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-permata-hijau-jakarta-selatan-172069483342/,"Permata Hijau, Jakarta Selatan",lt 770 m2 lb 810m2 Permata Hijau  Kebayoran lama Kt 5 plus 1 Km 4 plus 1 Jakarta Selatan 55m nego,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,6,5,810,770,4,1,0,55000000000
"Rumah Siap Huni Cipete, Cilandak, Jakarta Selatan.",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-cipete-cilandak-jakarta-selatan-170842586614/,"Cipete, Jakarta Selatan","Rumah Siap Huni Cipete, Cilandak, Jakarta Selatan.
For Sale
 
Rumah Siap Huni Cipete, Cilandak, Jakarta Selatan.
 
Legalitas : SHM
Luas Tanah : 128 m²
Luas Bangunan : 128 m²
Kamar Tidur : 3 + 2
Kamar Mandi : 2 + 1
Bangunan : 1,5 lantai
Carport : - mobil
Garasi : - Mobil
Listrik : 3,500 Watt
Hadap : Barat
Taman Depan
 
Price : 4,4 M (Nego)
 
Akses :
2 Menit ke MRT Cipete
10 Menit ke Citos dan Pondok Indah
10 Menit ke Gate toll Jorr
10 Menit ke CBD Simatupang
 
More Info & Schedule Visit:
Richwell Property",CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,3,2,128,128,0,1,2,4400000000
Dijual Rumah Jakarta Garden City Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-jakarta-garden-city-jakarta-timur-171031533262/,"Cakung, Jakarta Timur",RUMAH 2 LANTAI Jakarta Garden City Jakarta Kt.5 Km.5 Listrik 2200 Air jet pump 2 Lantai Hadap utara Akses/Fasilitas Taman Bangunan Sudah Full di belakang Jalan lebar 2 mobil Keamanan 24 jam Aeon Mall IkEA Tol Jor exit Cakung TOL Klapa Gading Sekolah Global Mandiri Sekolah Internasional Singapore.,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,5,130,102,0,1,0,2600000000
Dijual Rumah Jakarta Garden City - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-jakarta-garden-city-jakarta-timur-169693526371/,"Cakung, Jakarta Timur",Dijual Rumah Jakarta Garden City - Cakung - Jakarta Timur uk 6x17m= 102m² 2 Lantai  3+1 Kamar tidur 2+1 Kamar mandi SHM PLN 2.200 Watt Hadap selatan  Lingkungan nyaman Keamanan 24 jam Strategis dekat dengan Aeon Mall dan Ikea,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,102,102,0,1,0,2000000000
Vastu Rumah 3 lantai mewah Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/vastu-rumah-3-lantai-mewah-jakarta-garden-city-jak-171377537234/,"Cakung, Jakarta Timur","Rumah baru di Cluster terbaru Vastu Perumahahan Jakarta Garden City Cakung Jakarta Timur.Mewah dengan living room luas Lokasi di Bulevar Gerbang cluster besar & mewah Clubhouse dilengkapi Jacuzzi dan working area.Designer ternama.Tersedia unit pilihan: V7 (7×15) LT 105/ LB 140, 2 lantai V7 (7×15) LT 105/ LB 194, 3 lantai V9 (9×15) LT 135/ LB 250, 3 lantai Kavling Harga tertera adalah Type V9 (9x15) Kamar tidur 4+1, Kamar mandi 5+1, Carport 2+1.Kawasan Perumahan Jakarta Garden City akses tol langsung, 15 menit ke Kelapa Gading, Kawasan Eco Township Jakarta, Fasilitas lengkap.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,5,250,135,0,1,0,4919966800
"Dijual Rumah di Jakarta Garden City Cluster Thames,cakung Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cluster-thames-170436170739/,"Cakung, Jakarta Timur","Dijual Rumah di Jakarta Garden City Cluster Thames,cakung Jakarta TimurDIJUAL rumah di Jakarta Garden City cluster THAMES,cakung Jakarta TimurLT 90 m2(6x15)LB 70 m2KT 3+1KM 2+1Lantai 2Carport 1Air pamListrik 5500 wattHadap selatanSHMHarga 1,7M(nego)Edlie/M1",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,70,90,0,1,0,1700000000
Rumah Bagus Di Jalan Jakarta Garden City Area Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-bagus-di-jalan-jakarta-garden-city-area-jaka-169535479773/,"Cakung, Jakarta Timur","Dijual : Rumah Doi Jakarta Garden City Area Jakarta Timur. Luas tanah 6 x 17 m2. 2BR, 2 Kamar mandi Rumah 2 Lantai, Kosong, Listrik, Rumah bagus, Aman, bebas banjir, Lokasi strategis dengan jalan raya, Dekat dengan pusat bisnis, Dekat dengan pusat perbelanjaan, Sekolah, RS, Jual cepat, harga masih bisa nego, Bisa KPR. (Rmh-J/11164)",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,122,102,0,1,0,2600000000
Rumah Di Cluster Mahakam Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-cluster-mahakam-jakarta-garden-city-jakar-172196772973/,"Cakung, Jakarta Timur","Dijual rumah di cluster Mahakam Jakarta Garden City
Cakung Jakarta Timur

Luas tanah 90m2
Luas bangunan 69m2
Kamar tidur 2
Kamar mandi 2
Daya listrik 2200watt
PAM
SHM

Harga 1,950 M nego

EvEndM3
RA #ID: 160559",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,69,90,0,1,0,1950000000
Dijual Rumah Termurah  di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-termurah-di-shinano-jakarta-garden-ci-171945942868/,"Cakung, Jakarta Timur","Dijual Rumah Termurah di Shinano Jakarta Garden City Jakarta Timur Luas tanah 75m² Luas bangunan 100m² 2 Lantai Kamar tidur 2 Kamar mandi 2 Listrik 3.500watt Air pam Sertifikat PPJB Ac 3 unit Semi furnished Bagian belakang sudah ditutup rapi Menjadi dapur Harga 1,550m nego KPR bisa dibantu Ok.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,0,1,0,1550000000
"Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-jakarta-garden-city-cakung-jaka-171860364247/,"Cakung, Jakarta Timur","Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur Spec : LT : 98 m2 (7x14) LB : 98 m2 KT : 3 KM : 3 +1 Carport : 2 Lantai : 2 1/2 Air : PAM Listrik : 3.300 Watt Sertifikat : PPJB +Bebas dari Banjir +One Gate Security Sistem +Row jalan lewat 2 mobil lega Harga : 3,1M (Nego) syt.m jt Hubungi MR Realty Bekasi : Jasaut Munthe MRB.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,4,98,98,0,1,0,3100000000
Jual cepat Rumah Jakarta Garden city Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-jakarta-garden-city-jakarta-timur-17103153715/,"Cakung, Jakarta Timur",RUMAH 2 LANTAI Jakarta Garden City Jakarta Lt.102 Lb.90 Kt.3 Km.2 Listrik 2200 Air jet pump 2 Lantai Hadap utara Akses/Fasilitas Bangunan Standart Taman Bangunan Sudah Full di belakang Jalan lebar 2 mobil Keamanan 24 jam Aeon Mall IkEA Tol Jor exit Cakung TOL Klapa Gading Sekolah Global Mandiri Sekolah Internasional Singapore.,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,90,102,0,1,0,1800000000
"Dijual Rumah  di South Thames Jakarta Garden City, Jakarta Ti",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-south-thames-jakarta-garden-city-j-171878734416/,"Cakung, Jakarta Timur","Dijual Rumah siap huni di South Thames Jakarta Garden City, Jakarta Timur   LT 97 m² ( 6 x 16 ) LB 90 m² KT 3+1 KM 2+1 AC 3 unit Carport bisa 2 mobil Listrik 3.500W Air PAM SHM   Harga jual 1,85M nepis  Olin",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,90,97,0,1,0,1850000000
RUMAH 2LT JAKARTA GARDEN CITY CLUSTER NORTH THAMES JAKARTA TIMUR,https://www.lamudi.co.id/proyek/jakarta-garden-city/rumah-2lt-jakarta-garden-city-cluster-north-thames-171578319152/,"Cakung, Jakarta Timur",JUAL CEPAT TURUN HARGA MURAH RUMAH 2LT JAKARTA GARDEN CITY CLUSTER NORTH THAMES JAKARTA TIMUR  LUAS 10x17 170m /127m KT 4+1 5 KM 3+1 4 CARPORT 1 SHM HARGA 3.7 M. >> 3.4 M >>2.87 M LISTRIK 3.500 WATT MENGHADAP SELATAN,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,127,170,0,1,0,2870000000
rumah di Shinano Jakarta Garden City - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-shinano-jakarta-garden-city-jakarta-timur-169206832836/,"Cakung, Jakarta Timur","Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,575M nego  OL JJo M2",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,0,1,0,1575000000
"Dijual Cepat Rumah di Shinano Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-shinano-jakarta-garden-city-171946171721/,"Cakung, Jakarta Timur","Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,1,1,0,1550000000
Dijual Rumah Bagus di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-shinano-jakarta-garden-city-171955625545/,"Cakung, Jakarta Timur","Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,0,1,0,1550000000
"Dijual Rumah di Cluster Shinano, Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-shinano-jakarta-garden-cit-172119703296/,"Cakung, Jakarta Timur","Dijual rumah di cluster shinano, Jakarta garden city, Jakarta Timur  LT 130 LB 200 KT 3 KM 2 Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB Full furnished  Harga 2.85 M nepis henyan M1",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,200,130,0,1,0,2850000000
Dijual Rumah di Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cakung-jakarta-171107812570/,"Cakung, Jakarta Timur",Dijual Rumah di Jakarta Garden City Cakung Jakarta Timur   LT 179m2 lebar 9  LB 156m2  KT 3+1 KM 3+1 PAM Listrik 3500  3 unit AC tiap kamar Gordyn SHM Harga jual 3.2M nego turun jadi 3M nego jadi 2.9M nego  OE,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,156,179,1,1,0,3200000000
"Rumah dalam Cluster di Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-dalam-cluster-di-jakarta-garden-city-jakarta-17152272991/,"Cakung, Jakarta Timur","Dijual Rumah dalam Cluster di Jakarta Garden City, Jakarta Timur Spec : LT : 212 m2 LB : 156 m2 KT : 3+1 KM : 2+1 Lantai : 2 Carport : 2 Garasi : 1 Air : PAM Listrik : 5.500 Watt Sertifikat : SHM Posisi Hoek Harga : 3,5 M (Nego) yg.m Hubungi (Call/WhatsApp) : Joe Tan Note : Terima Jual .Beli .Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll).Kami Siap Melayani Anda Kepuasan Anda adalah Prioritas Kami.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,156,212,0,1,0,3500000000
Dijual Cepat Rumah di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-shinano-jakarta-garden-city-16919804445/,"Cakung, Jakarta Timur","Dijual Cepat Rumah di Shinano Jakarta Garden City Jakarta Timur Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. OL JJo M2 Harga 1,575M nego",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,1,1,0,1575000000
"Dijual Rumah Bagus di Jakarta Garden City, Cakung, Jakarta Timur.",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-jakarta-garden-city-cakung-j-172119989383/,"Cakung, Jakarta Timur","Dijual rumah di cluster shinano, Jakarta garden city, Jakarta Timus  LT 130 LB 200 KT 3 KM 2 Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB Full furnished  Harga 2.85 M nepis HA/M1",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,200,130,0,1,0,2850000000
Dijual rumah Cluster Alamanda Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cluster-alamanda-jakarta-garden-city-171325389452/,"Cakung, Jakarta Timur","Dijual rumah Cluster Alamanda Jakarta Garden City Jakarta Timur 2 lantai posisi hook  Lt 212 Lb 156 Kt 3+1 Km 2+1 Listrik 5500 watt Air PAM SHM  Harga 3,5 M nego  2 carport dan 1 garasi  YG metro",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,156,212,0,1,0,3500000000
Dijual cepat Rumah di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-shinano-jakarta-garden-city-171947058779/,"Cakung, Jakarta Timur","Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,100,75,1,1,0,1550000000
