title,link,address,price,description,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms
Dijual Rumah di Jakarta Garden City Cluster Alamanda Cakung   Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cluster-alaman-172143624931/,"Cakung, Jakarta Timur",2000000000,"Dijual Rumah di Jakarta Garden City Cluster Alamanda Cakung   Jakarta Timur  Termurah jarang Ada ,Tanah Besar  Lt 120m² Lb 125m²  Kt 3+1 Km 3+1  SHM Hadap selatan  Standard Kosongan  Harga turun 2 M nego  li-si",3,3,125,120,2,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-170122936184/,"Kebayoran Baru, Jakarta Selatan",19000000000,Rumah dijual Jakarta Selatan jln Barito Kebayoran baru,4,2,619,775,2,1,0
DIJUAL RUMAH JAKARTA BARAT,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-jakarta-barat-170122947424/,"Tomang, Jakarta Barat",4300000000,Rumah dijual Jakarta barat siap huni terawat,3,3,200,110,2,1,0
Dijual Rumah renov di Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-renov-di-jakarta-garden-city-cakung-j-170254205673/,"Cakung, Jakarta Timur",2500000000,"Dijual Rumah dalam Cluster di Jakarta Garden City Rumah full renovasi siap huni LT 119m2 LB full (2 lantai) Carport 2 mobil KT 4 +1 KM 4+1 Listrik 2200w PPJB Kitchen set Harga 2,5M nego mic.",4,4,150,119,0,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-170122946584/,"Kebayoran Baru, Jakarta Selatan",42000000000,Dijual rumah Jakarta Selatan siap huni lokasi strategis,3,2,400,558,3,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-169500645444/,"Pejaten Barat, Jakarta Selatan",30000000000,Dijual rumah Jakarta Selatan siap huni,5,5,500,1920,10,1,0
"Simpruk, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/simpruk-jakarta-selatan-168206278858/,"Permata Hijau, Jakarta Selatan",6600000000,"Simpruk, Jakarta Selatan",5,4,350,250,4,1,0
"Dijual Rumah di Cluster Lantana Jakarta Garden City, Cakung, Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-lantana-jakarta-garden-cit-171204513265/,"Cakung, Jakarta Timur",4000000000,"Rumah di Cluster Latana Jakarta Garden City Cakung Jakarta Timur  LT : 198 m2 ( 12 x 16,5 ) LB : 254 m2 2 Lantai KT : 3 + 1 KT Art KM : 3 + 1 KM Art Listrik : 4400 watt Air : Pam Garasi : 1 mobil Carpot : 3 mobil Hadap : Selatan Sertifikat : SHM  Semi Furnish - berikut listrik panel surya dan kelengkapannya, jadi lebih hemat listrik - toren air 2 x 500 liter - kolam ikan - ada pintu dan taman belakang rumah - joging trak di belakang rumah jongpkg j Harga Jual : 4 M negoarga Jual : 4 M nego  HUB; ALING LIM",3,3,254,198,2,2,1
Rumah murah daerah Jakarta garden city Cakung Jakarta timur,https://www.lamudi.co.id/jual/jawa-barat/bekasi/rumah-murah-daerah-jakarta-garden-city-cakung-jaka-169062297233/,"Bekasi Barat, Bekasi",2600000000,Di jual rumah cantik 2 lantai di cluster jgc alamanda luas 140Jgc jakarta garden cityLuas 140Lb 200Kt 5Km 3Listrik 4400wPamShm2.6m negoCarport 1 mblrn,5,4,200,140,0,1,0
Mahakam Jakarta Garden City,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/mahakam-jakarta-garden-city-169900662339/,Jakarta Timur,2391000000,"Cluster Mahakam JGC Cluster Mahakam kembali hadir di Jakarta Garden City nihh!  Ini adalah kesempatan kedua untuk tinggal di hunian ini  Kapan lagi bisa tinggal di lokasi yang strategis, hunian yang higienis, harga nya yang juga minimalis, dan masih berada di daerah JAKARTA lagi!  Yuk segera booking sebelum kehabisan!",4,4,89,105,1,1,0
Cluster Modern Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/cluster-modern-jakarta-selatan-171240380578/,"Jagakarsa, Jakarta Selatan",850000000,"Listing 607 Jagakarsa, Jakarta Selatan RUMAH JAGAKARSA | HUNIAN CLUSTER UNDER 1 MILYAR JAKARTA SELATAN _ SPESIFIKASI : LUAS TANAH : 62 M LUAS BANGUNAN : 45 M BANGUNAN 1 LANTAI 2 KAMAR TIDUR 1 KAMAR MANDI RUANG TAMU RUANG KELUARGA TERAS TAMAN DEPAN + TAMAN DALAM AREA SERVICE LAUNDRY ROOM CARPORT LEGALITAS : HAK MILIK / IMB / PBB _ HARGA IDR.850 JUTA .NEGOTIABLE.",2,1,45,62,0,1,0
RUMAH DIJUAL JAKARTA PUSAT,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-dijual-jakarta-pusat-169500643921/,"Menteng, Jakarta Pusat",50000000000,Dijual rumah Jakarta pusat Menteng jln Purwakarta lokasi strategis siap huni,3,3,450,550,2,1,0
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-169500645665/,"Pondok Indah, Jakarta Selatan",22000000000,Di jual rumah Jakarta Selatan PONDOK INDAH terawat siap huni,4,4,650,402,4,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-16950064138/,"Senayan, Jakarta Selatan",21500000000,Di jual rumah Jakarta Selatan jln patal Senayan siap huni lokasi strategis,4,4,268,245,2,1,0
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-169500645833/,"Kebayoran Baru, Jakarta Selatan",75000000000,Dijual rumah Jakarta Selatan jln Wijaya terawat siap huni lokasi strategis,14,6,1500,806,8,1,0
Dijual Rumah di Clsuter Misssisipi Jakarta Garden CIty Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-clsuter-misssisipi-jakarta-garden-169234652298/,"Cakung, Jakarta Timur",2000000000,DiJual Rumah di Cluster Mississipi JGC Cakung   Jakarta Timur  LT.8x14 m = 112 m2 LB. 120m2  3+1 kmr tdr 2 +1 kmr mdi  2200 watt PPJB siap AJB Row jalan Lebar   Harga 2 M nego,4,3,120,112,0,1,0
Dijual Rumah Semi Furnish Jakarta Garden city Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-semi-furnish-jakarta-garden-city-jaka-171031536573/,"Cakung, Jakarta Timur",1950000000,RUMAH Semi furnish JGC Jakarta Timur Lt.90 Lb.110 Kt.3 Km.2 Listrik 2200 Air jet pump 2 Lantai Hadap utara Akses/Fasilitas 2 unit Ac 1 Exhaust kitchen set kompor Modena Taman Bangunan Sudah Full di belakang Jalan lebar 2 mobil Keamanan 24 jam Aeon Mall IkEA Tol Jor exit Cakung TOL Klapa Gading Sekolah Global Mandiri Sekolah Internasional Singapore.,3,2,110,90,0,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-169500644545/,"Kebayoran Baru, Jakarta Selatan",67000000000,Rumah dijual Jakarta Selatan siap huni lokasi strategis dekat ke CBD,4,3,500,2190,2,1,0
RUMAH DIJUAL JAKARTA PUSAT,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-dijual-jakarta-pusat-167814459866/,"Menteng, Jakarta Pusat",39500000000,Rumah dijual Jakarta pusat Menteng jln sawo lokasi strategis siap huni,7,7,550,448,4,1,0
Dijual Rumah Di Jakarta Garden City Cluster Lasiene Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cluster-lasien-169960071924/,"Cakung, Jakarta Timur",1500000000,JUAL TERMURAH SE JGC Rumah Cluster Lasiene Jakarta Timur  LT 90 m2 LB 63 m2 KT 2 + 1 KM 2 + 1 Listrik 2200 Air Pam Standard Devlpr Ppjb lunas (siap AJB) Dekat dari pintu gerbang Harga 1.5 M(nett) Julho2,3,3,63,90,0,1,0
Dijual Rumah di Cluster Alamanda Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-alamanda-jakarta-garden-ci-17201653940/,"Cakung, Jakarta Timur",3500000000,"Dijual rumah Cluster Alamanda Jakarta Garden City Bekasi 2 lantai posisi hook  Lt 212 Lb 156 Kt 3+1 Km 2+1 Listrik 5500 watt Air PAM SHM  Harga 3,5 M nego  2 carport dan 1 garasi  YG metro",4,3,156,212,0,1,0
PERUMAHAN ISLAMI JAKARTA TIMUR,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/perumahan-islami-jakarta-timur-170740716317/,"Cipayung, Jakarta Timur",888000000,Perumahan Islami Cipayung Jakarta Timur Teras Alamanda ini akan dibangun sebanyak 14 unit dengan harga mulai dari 800 jutaan saja 2 Lantai L tanah 49m L bangunan 50m 2 kamar tidur 2 kamar mandi 1 Dapur 1 Carpot Lokasinya yang sangat strategis dengan berbagai akses umum di Jakarta Timur..,2,2,50,49,0,1,0
Bukit Podomoro Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/bukit-podomoro-jakarta-timur-172113765935/,"Duren Sawit, Jakarta Timur",4000000000,"Bukit Podomoro Jakarta Timur Type 6 WALES

.",4,3,123,90,0,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-170122941311/,"Kemang, Jakarta Selatan",16000000000,Dijual rumah Jakarta Selatan siap huni lokasi strategis dekat dengan pusat perbelanjaan,4,4,500,425,3,1,0
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-169500643532/,"Kebayoran Baru, Jakarta Selatan",60000000000,Di jual rumah Jakarta Selatan siap huni lokasi strategis,5,4,550,672,6,1,0
"Rumah 2 Lantai HGB di Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-2-lantai-hgb-di-jakarta-garden-city-jakarta-171664807648/,"Cakung, Jakarta Timur",1850000000,"Dijual cepat Rumah JGC Cluster Shinano, Jakarta Timur  Luas Tanah 90 m2 Luas Bangunan 63 m2 Kamar Tidur 3+1 Kamar Mandi2+1 Ruang Tamu Ruang makan Ruang Keluarga  Dapur Carport  Lantai Keramik  Air Pam Listrik 2200  Sertifikat SHGB  Harga Jual 1,850 M (nego)",3,2,63,90,0,1,0
Dijual Cepat Rumah Di Jakarta Garden City Cakung Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-jakarta-garden-city-cakung-j-171879223827/,"Cakung Timur, Jakarta Timur",2700000000,"DIJUAL Rumah di JGC (Jakarta Garden City) ` Rumah baru belum pernah di tempatin Hadap Timur Ukuran tanah 8 × 15 = 120 m² Luas bangunan 116 m² (2 lantai) Kamar tidur 4+1 Kamar Mandi 3+1 Carport 2 mobil Listrik 2200 watt Pam Sertifikat PPJB Rumah standard developer, belum pernah dipakai.4 AC 1pk (Baru, belum dipasang) lyjie M2 HARGA 2,7M Hubungi ; Ratna Tin.",5,4,116,120,0,1,0
rumah jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jakarta-selatan-170549170233/,"Jagakarsa, Jakarta Selatan",3300000000,"Listing 631 Jagakarsa, Jakarta Selatan RUMAH CLASSIC JAGAKARSA HUNIAN CLUSTER SIAP HUNI AKSES 2 MOBIL JAKARTA SELATAN SPESIFIKASI : LUAS TANAH 103 M² LUAS BANGUNAN 250 M² 3+1 KAMAR TIDUR 3+1 KAMAR MANDI RUANG TAMU RUANG KELUARGA DAPUR BERSIH + KOTOR 4 CARPORT VOID HARGA IDR.3.3 .MILYAR .NEGO LEGALITAS : SERTIFIKAT HAK MILIK IMB PBB DETAIL INFO.",4,4,250,103,0,1,0
rumah jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jakarta-selatan-170549173329/,"Jagakarsa, Jakarta Selatan",4700000000,"Listing 609 Jagakarsa, Jakarta Selatan RUMAH JAGAKARSA | HUNIAN MEWAH CLASSIC JAKARTA SELATAN SPESIFIKASI : LUAS TANAH : 196 M² LUAS BANGUNAN : 200 M² BANGUNAN 3 LANTAI 4+1 KAMAR TIDUR 4+1 KAMAR MANDI RUANG TAMU 2 RUANG KELUARGA TERAS TAMAN DEPAN + TAMAN DALAM GAZEBO AREA SERVICE LAUNDRY ROOM 5 CARPORT LISTRIK 5500 WATT LEGALITAS : HAK MILIK / IMB / PBB TERSEDIA HADAP : UTARA HARGA IDR.4.7 MILYAR .NEGOTIABLE INFO DETAIL.",5,5,200,196,0,1,0
rumah cilandak jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-cilandak-jakarta-selatan-170549173245/,"Cilandak, Jakarta Selatan",2400000000,"Listing 538 Cilandak, Jakarta Selatan RUMAH CILANDAK | BRAND NEW HUNIAN CLUSTER MODERN CLASSIC JAKARTA SELATAN SPESIFIKASI : LUAS TANAH 72 .80 M² LUAS BANGUNAN 120 M² 3+1 KAMAR TIDUR 3+1 KAMAR MANDI RUANG TAMU RUANG KELUARGA TAMAN DEPAN + VOID CARPORT DAPUR BERSIH AREA SERVICE LISTRIK 2.200WATT LEGALITAS : HAK MILIK / IMB / PBB HADAP : TIMUR & BARAT HARGA IDR 2.4 MILYAR DETAIL INFO : Nama Marketing Jasmana Tlpn / Wa : jasmana jasmanaproperty..",4,4,72,120,0,1,0
rumah kebagusan jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kebagusan-jakarta-selatan-170549171875/,"Kebagusan, Jakarta Selatan",2125000000,"Listing 610 Kebagusan, Jakarta Selatan RUMAH KEBAGUSAN | DALAM CLUSTER PASAR MINGGU JAKARTA SELATAN UNIT READY & INDENT KPR DP 0% VIA BSI FASILITAS : ROW JALAN 2 MOBIL SWIMING POOL SCURITY ONE GATE Sistem MUSHOLA RUANG AULA PARKIRAN TAMU SPESIFIKASI : BANGUNAN 2 LANTAI LUAS TANAH 75 M² SD 115 M² LUAS BANGUNAN 120 M2 3+1 KAMAR TIDUR 3+1 KAMAR MANDI RUANG TAMU RUANG KELUARGA SERVICE AREA CARPORT LISTRIK 2200 WATT LEGALITAS : SHM / IMB / PBB _ HARGA MULAI IDR.INFO DETAIL.",4,4,120,75,0,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-167772618465/,"Duren Tiga, Jakarta Selatan",7000000000,Dijual rumah Jakarta Selatan jln Saguling 2 luas tanah 210 shm terawat dekat ke SCBD Sudirman Kuningan Gatot Subroto mt haryono Thamrin,8,4,300,210,2,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-167772588714/,"Duren Tiga, Jakarta Selatan",5900000000,Dijual rumah Jakarta Selatan jln Saguling terawat siap huni lokasi dekat ke SCBD Sudirman Kuningan Gatot Subroto mt haryono,3,3,300,270,2,1,0
dijual Rumah Ready bebas banjir Kramatjati Jakarta Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-ready-bebas-banjir-kramatjati-jakarta-169693033375/,"Condet, Jakarta Timur",300000000,"Rumah Murah di CONDET Jakarta Timur mulai 175 jutaan Dekat Pasar Induk Kramat Jati, TB Simatupang, Tol Anda mencari hunian dengan harga terjangkau berkelas? Hanya dengan 200 jutaan sudah memiliki rumah di Kota Jakarta Timur STRATEGIS : - Dekat sekolah-sekolah Universitas - Dekat Perkantoran - Dekat ke Pasilitas umum - 5 menit ke Jl. Raya Bogor - 5 menit ke Pasar Induk Kramat Jati - 5 menit ke Jl. TB Simatupang - 7 menit ke Mall Cijantung - 10 menit ke Gerbang Tol Gedong 2 - 10 menit ke Jl. Raya Tanjung Barat - 13 menit ke terminal Kp. Rambutan - 15 menit ke TMII Yang pasti siapapun bisa memiliki hunian murah dan bernilai investasi tinggi ini kedepannya - Ga pake Mahal, ga pake Ribet Investasi yg selalu meningkat - Desain Minimalis Modern - Kesempatan Langka Peluang terbaik - Bukan Apartemen (ada Tanahnya bukan Angin jelas Suratnya) - Tembok Hebel (dobel dinding) - Pintu Panel - Air PDAM - Listrik 1300 w - Bebas Banjir - Lebar Jalan 3 meter - One Gate Sistem Hanya yang berminat serius Segera ambil keputusan sebelum harga naik Xxx rumahdijualcondet rumahmurah rumahmurahjakarta rumah2lantai rumah2lantaimurah jualrumah100juta rumahbatuampar rumahpasarkramatjati rumahdijualjakarta rumahdijualjakartatimur rumahdijualkramattaji rumahkramatjati jualrumahcondet rumahdicondet jualrumahjakartatimur",1,1,26,15,0,1,0
rumah cilandak jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-cilandak-jakarta-selatan-17054917133/,"Cilandak Barat, Jakarta Selatan",10000000000,"MBV190 Cilandak barat Jakarta Selatan BRAND NEW HOUSE LUXURY EUROPEAN CLASSIC 3 FLOOR + ROOFTOP WITH LIFT & SWIM.POOL At CILANDAK BARAT JAKARTA SELATAN EXCLUSIVE 2 UNIT DALAM KOMPLEK MEWAH Lokasi Strategis dekat : .High Scope School .Sebrang CITOS Spesifikasi : Luas tanah 200 m² & 243 m² Luas bangunan 530 m² Kamar tidur 5+1 Kamar mandi 4+1 Wardrobe Storage Ruang tamu Ruang keluarga Ruang makan Dapur bersih Dapur kotor Service area Swimming pool Private Lift Balcony Rooftop Garasi 2 mobil Carport 2 mobil Taman Listrik 11.000 watt SHM, IMB, PBB HARGA 10 M & 10,5 M NEGO LANGSUNG OWNER CASH & KPR BONUS : AC 2 unit Kitchen set Water heater Info detail & survey hub : Marketing MBV Realty Jasmana Tlpn / Wa : jakarta jaksel cilandak jakartaselatan rumahjakarta rumahjakartaselatan dijualrumahjakarta dijualrumahjakartaselatan dijualrumahcilandak.",6,5,530,200,0,1,0
"Rumah Murah Minimalis Jakarta, Tanjung Priok, Jakarta Utara",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-minimalis-jakarta-tanjung-priok-jakart-16969298863/,"Tanjung Priok, Jakarta Utara",292000000,"Rumah termurah di Jakarta Utara.  Dengan kemudahan akses : - Dekat sekolah-sekolah Universitas - Dekat Perkantoran - Dekat ke fasilitas umum(Rumah sakit,stasiun,terminal) - 5 mnit ke mall sunter - 7 menit ke stasiun tj priok - 7 menit ke terminal tj priok - 7 mnit ke pintu tol sunter - 7 menit ke sunter mall - 7 menit ke Gerbang tol sunter -10 mnit Rsud koja - 10 mnit Mall kelpa gading,",1,1,21,26,1,1,0
"Rumah murah Jakarta timur ,jual rumah siap huni jakarta timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-murah-jakarta-timur-jual-rumah-siap-huni-jak-17105568103/,"Penggilingan, Jakarta Timur",1400000000,"Rumah siap huni perumahan taman jatinegara jakarta timur  Luas tanah 111 M2 Kamar tidur 4 Kamar mandi 4 Carport R.tamu R.keluarga R.cuci jemur  Keamanan 24 jam Bebas banjir  Harga 1, 4 milyar Surat SHGB  Lokasi strategis: Dekat PIK penggilingan Dekat stasiun buaran Dekat carefour Buaran Dekat halte busway buaran",4,4,200,111,2,1,0
"Dijual Rumah 2 Lantai di Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-di-jakarta-garden-city-jakar-171885748265/,"Cakung, Jakarta Timur",2700000000,"DIJUAL Rumah di JGC (Jakarta Garden City) ` Rumah baru belum pernah di tempatin Hadap Timur  Ukuran tanah 8 × 15 = 120 m² Luas bangunan 116 m² (2 lantai) Kamar tidur 4+1 Kamar Mandi 3+1 Carport 2 mobil Listrik 2200 watt Pam Sertifikat PPJB Rumah standard developer, belum pernah dipakai. 4 AC 1pk (Baru, belum dipasang)  HARGA 2,7M    LyjieM2 HAM3",5,4,116,120,0,1,0
rumah jagakarsa jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jagakarsa-jakarta-selatan-170549175080/,"Jagakarsa, Jakarta Selatan",850000000,"Listing 607 Jagakarsa, Jakarta Selatan RUMAH JAGAKARSA | HUNIAN CLUSTER UNDER 1 MILYAR JAKARTA SELATAN SPESIFIKASI : LUAS TANAH : 62 M² LUAS BANGUNAN : 45 M² BANGUNAN 1 LANTAI 2 KAMAR TIDUR 1 KAMAR MANDI RUANG TAMU RUANG KELUARGA TERAS TAMAN DEPAN + TAMAN DALAM AREA SERVICE LAUNDRY ROOM CARPORT LEGALITAS : HAK MILIK / IMB / PBB HARGA IDR.850 JUTA .NEGOTIABLE _ INFO DETAIL (±WA).",2,1,45,62,0,1,0
rumah jakarta selatan termurah,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jakarta-selatan-termurah-170323926259/,"Jagakarsa, Jakarta Selatan",850000000,"Listing 607 Jagakarsa, Jakarta Selatan RUMAH JAGAKARSA | HUNIAN CLUSTER UNDER 1 MILYAR JAKARTA SELATAN SPESIFIKASI : LUAS TANAH : 62 M² LUAS BANGUNAN : 45 M² BANGUNAN 1 LANTAI 2 KAMAR TIDUR 1 KAMAR MANDI RUANG TAMU RUANG KELUARGA TERAS TAMAN DEPAN + TAMAN DALAM AREA SERVICE LAUNDRY ROOM CARPORT LEGALITAS : HAK MILIK / IMB / PBB HARGA IDR.850 JUTA .NEGOTIABLE INFO DETAIL (±WA).",2,1,45,62,0,1,0
Rumah Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-jakarta-timur-169693454737/,"Cipinang, Jakarta Timur",11000000000,"ALAMAT LOKASI , Cipinang Muara, Jakarta TimurDeskripsiDIJUAL TANAH DAN BANGUNAN (ada Kost 8 pintu) DI LOKASI STRATEGISJakarta Timur- Investasi menguntungkan, posisi depan jalan besar- Cocok untuk Usaha Kost dan kantor- Luas tanah 715 M2- Luas Bangunan 500 M2- 9 kamar tidur- 4 kamar mandi- Kost 8 PINTU (AC, kamar mandi dalam dan listrik token)- Surat 3 SHM- Listrik 2200KwhaRayLina o samuel",9,4,500,715,0,1,0
Dijual Rumah di Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cakung-jakarta-171886989118/,"Cakung, Jakarta Timur",2700000000,"DIJUAL Rumah di JGC (Jakarta Garden City) ` Rumah baru belum pernah di tempatin Hadap Timur  Ukuran tanah 8 × 15 = 120 m² Luas bangunan 116 m² (2 lantai) Kamar tidur 4+1 Kamar Mandi 3+1 Carport 2 mobil Listrik 2200 watt Pam Sertifikat PPJB Rumah standard developer, belum pernah dipakai. 4 AC 1pk (Baru, belum dipasang) lyjie M2  HARGA 2,7M  LyjieM2",5,4,116,120,1,1,0
Dijual Rumah Bagus di Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-jakarta-garden-city-cakung-j-172163323073/,"Cakung, Jakarta Timur",3690000000,Dijual Rumah Termurah Asya Cluster Matana JGC Cakung Jakarta Timur   Jual Rugi Semi furnished Posisi dihook Full Renov Siap huni  Luas tanah 168m² (14x12) Luas bangunan 147m² 3 Lantai Kamar tidur 4+1  Kamar mandi 4+1 Listrik 3500watt Sertifikat ppjb Hadap selatan  AC 5 unit Carport 2  Harga 3.690m Nego KPR bisa dibantu iin,5,5,147,168,0,1,0
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-169500648245/,"Gandaria Selatan, Jakarta Selatan",16000000000,Rumah dijual Jakarta Selatan jln Barito Kebayoran baru,4,4,485,585,4,1,0
Perumahan Strategis Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/perumahan-strategis-jakarta-utara-172235153518/,"Sunter Jaya, Jakarta Utara",3950000000,Rumah nyaman dan tenang di jantung Jakarta Utara.,6,3,270,160,0,1,0
ApartHouse Ciracas Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/aparthouse-ciracas-jakarta-timur-172058157783/,"Ciracas, Jakarta Timur",578000000,RUMAH DI KOTA JAKARTA CICILAN 3 JUTAAN Yuk miliki unitnya! TERSISA 2 UNIT LAGI LOH Apa sih keunggulan nya!.,2,2,29,29,0,1,0
Rumah Kemanggisan Palmerah Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-kemanggisan-palmerah-jakarta-171991831166/,"Kemanggisan, Jakarta Barat",1749000000,"Pembayaran harus cash Rumah 2 lantai Jalan Kemanggisan Ilir , Kec.Palmerah, Jakarta Barat, SHM Luas : 140 m Bangunan 200 Harga Termasuk Pengosongan.",3,3,200,140,0,1,0
rumah kebagusan jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kebagusan-jakarta-selatan-170332477896/,"Kebagusan, Jakarta Selatan",4000000000,"Listing 632 Kebagusan, Jakarta Selatan RUMAH KEBAGUSAN HUNIAN TOWNHOUSE WITH MODERN BALI CONCEPT NEAR TOL TB SIMATUPANG JAKARTA SELATAN SPESIFIKASI : LUAS TANAH 128 .140 M² LUAS BANGUNAN 250 M² KAMAR TIDUR 4+2 KAMAR MANDI 4+2 RUANG TAMU RUANG KELUARGA DAPUR BERSIH KOTOR AREA SERVICE BALKON DEPAN BELAKANG PRIVATE POOL (OPTIONAL) GUDANG 1 1 GARASI CARPORT FREE INCLUDE : WATTER HEATER KITCHEN SET KOMPOR TANAM HARGA MULAI IDR.4 .4.350 MILYAR DETAIL INFO (±WA) More info :.",6,6,250,128,0,1,0
